altitude,temp,N2,O2,O,He,H,Ar,N
975000,1095.000977,7.361301000e+06,2.096790234e+04,5.240713651e+10,6.201501942e+11,4.197445222e+10,1.281868100e+00,3.855253504e+09
976000,1095.000977,7.196265500e+06,2.043184766e+04,5.176948378e+10,6.181473485e+11,4.194052096e+10,1.241083860e+00,3.811792640e+09
977000,1095.000977,7.035009500e+06,1.990965039e+04,5.114000154e+10,6.161497457e+11,4.190653645e+10,1.201611042e+00,3.768835584e+09
978000,1095.000977,6.877367000e+06,1.940094531e+04,5.051877018e+10,6.141586309e+11,4.187266253e+10,1.163406968e+00,3.726376960e+09
979000,1095.000977,6.723360000e+06,1.890538477e+04,4.990530022e+10,6.121751183e+11,4.183881318e+10,1.126421809e+00,3.684410880e+09
980000,1095.000977,6.572789000e+06,1.842254883e+04,4.929994189e+10,6.101992079e+11,4.180498842e+10,1.090620637e+00,3.642924032e+09
981000,1095.000977,6.425652000e+06,1.795218555e+04,4.870232755e+10,6.082296545e+11,4.177127424e+10,1.055973649e+00,3.601917952e+09
982000,1095.000977,6.281832000e+06,1.749402734e+04,4.811243238e+10,6.062676378e+11,4.173750682e+10,1.022431016e+00,3.561380608e+09
983000,1095.000977,6.141254500e+06,1.704756445e+04,4.753017216e+10,6.043118469e+11,4.170384589e+10,9.899653792e-01,3.521312768e+09
984000,1095.000977,6.003914500e+06,1.661275000e+04,4.695541146e+10,6.023624131e+11,4.167013171e+10,9.585379362e-01,3.481709568e+09
