altitude,temp,N2,O2,O,He,H,Ar,N
407000,948.5341797,4.207418540e+12,6.542251622e+10,5.259708374e+13,9.600757268e+11,7.473881088e+10,2.255043200e+08,1.298219401e+12
408000,948.5356445,4.079955476e+12,6.316332646e+10,5.168145975e+13,9.558662840e+11,7.465620275e+10,2.158260160e+08,1.278404985e+12
409000,948.5371094,3.956399145e+12,6.098308710e+10,5.078217845e+13,9.516751913e+11,7.457368474e+10,2.065658240e+08,1.258900161e+12
410000,948.5385132,3.836614017e+12,5.887867290e+10,4.989894189e+13,9.475044147e+11,7.449140429e+10,1.977056320e+08,1.239695229e+12
411000,948.539856,3.720498119e+12,5.684763853e+10,4.903108725e+13,9.433519882e+11,7.440908288e+10,1.892279840e+08,1.220792812e+12
412000,948.5411987,3.607924310e+12,5.488707994e+10,4.817871519e+13,9.392213852e+11,7.432713830e+10,1.811159680e+08,1.202180850e+12
413000,948.5424194,3.498790355e+12,5.299485491e+10,4.734154024e+13,9.351089357e+11,7.424529203e+10,1.733543520e+08,1.183859606e+12
414000,948.5437012,3.392983007e+12,5.116825190e+10,4.651910103e+13,9.310143775e+11,7.416337203e+10,1.659278880e+08,1.165822001e+12
415000,948.5448608,3.290413924e+12,4.940527206e+10,4.571132617e+13,9.269414461e+11,7.408156672e+10,1.588208000e+08,1.148065808e+12
416000,948.5460205,3.190975627e+12,4.770331034e+10,4.491759050e+13,9.228864061e+11,7.400013824e+10,1.520201440e+08,1.130582245e+12
417000,948.5471191,3.094566404e+12,4.606059725e+10,4.413799047e+13,9.188490609e+11,7.391865242e+10,1.455129280e+08,1.113373540e+12
418000,948.5482178,3.001092145e+12,4.447487590e+10,4.337210652e+13,9.148329492e+11,7.383740416e+10,1.392861120e+08,1.096430977e+12
419000,948.5492554,2.910475780e+12,4.294415155e+10,4.261985889e+13,9.108343357e+11,7.375624602e+10,1.333272880e+08,1.079750296e+12
420000,948.550293,2.822611403e+12,4.146659328e+10,4.188082800e+13,9.068567593e+11,7.367532544e+10,1.276253360e+08,1.063329595e+12
421000,948.5512695,2.737441341e+12,4.004041114e+10,4.115479564e+13,9.028949115e+11,7.359434752e+10,1.221686480e+08,1.047160619e+12
422000,948.5522461,2.654851564e+12,3.866342605e+10,4.044166945e+13,8.989520036e+11,7.351345971e+10,1.169463760e+08,1.031245398e+12
423000,948.5531616,2.574778106e+12,3.733443379e+10,3.974107189e+13,8.950281011e+11,7.343294874e+10,1.119492720e+08,1.015574102e+12
424000,948.5540161,2.497143898e+12,3.605133722e+10,3.905278047e+13,8.911231386e+11,7.335225754e+10,1.071669200e+08,1.000146731e+12
425000,948.5549316,2.421873181e+12,3.481273139e+10,3.837671546e+13,8.872350843e+11,7.327191859e+10,1.025902240e+08,9.849554862e+11
426000,948.5557251,2.348898845e+12,3.361707418e+10,3.771266280e+13,8.833657733e+11,7.319154688e+10,9.821049600e+07,9.700025303e+11
427000,948.5565796,2.278140412e+12,3.246278656e+10,3.706011495e+13,8.795150746e+11,7.311152742e+10,9.401864000e+07,9.552819651e+11
428000,948.557373,2.209530511e+12,3.134843290e+10,3.641915567e+13,8.756811530e+11,7.303146701e+10,9.000690400e+07,9.407866470e+11
429000,948.5581055,2.143003345e+12,3.027267994e+10,3.578943255e+13,8.718673510e+11,7.295135744e+10,8.616751200e+07,9.265149379e+11
430000,948.5588379,2.078507139e+12,2.923423334e+10,3.517088673e+13,8.680700641e+11,7.287161651e+10,8.249299200e+07,9.124666409e+11
431000,948.5595703,2.015963382e+12,2.823151616e+10,3.456318050e+13,8.642894234e+11,7.279196570e+10,7.897636800e+07,8.986330399e+11
432000,948.5603027,1.955320300e+12,2.726360678e+10,3.396611663e+13,8.605268050e+11,7.271239680e+10,7.561024000e+07,8.850125619e+11
433000,948.5609741,1.896519827e+12,2.632913510e+10,3.337964057e+13,8.567823401e+11,7.263305728e+10,7.238882400e+07,8.716069765e+11
434000,948.5615845,1.839505080e+12,2.542693990e+10,3.280343549e+13,8.530541281e+11,7.255353754e+10,6.930546400e+07,8.584044216e+11
435000,948.5622559,1.784217993e+12,2.455588864e+10,3.223731255e+13,8.493454459e+11,7.247437005e+10,6.635405600e+07,8.454066012e+11
436000,948.5628662,1.730612298e+12,2.371495117e+10,3.168122350e+13,8.456528200e+11,7.239529267e+10,6.352944000e+07,8.326088622e+11
437000,948.5634766,1.678626914e+12,2.290302976e+10,3.113485567e+13,8.419763159e+11,7.231631360e+10,6.082564000e+07,8.200080589e+11
438000,948.5640259,1.628221866e+12,2.211912090e+10,3.059804969e+13,8.383190794e+11,7.223741645e+10,5.823792000e+07,8.076024873e+11
439000,948.5645752,1.579345379e+12,2.136224563e+10,3.007074455e+13,8.346792100e+11,7.215860941e+10,5.576082000e+07,7.953877565e+11
440000,948.5651245,1.531947778e+12,2.063158067e+10,2.955265094e+13,8.310520545e+11,7.208001536e+10,5.338989200e+07,7.833621627e+11
441000,948.5656738,1.485986726e+12,1.992602419e+10,2.904361346e+13,8.274454774e+11,7.200151962e+10,5.112036000e+07,7.715228221e+11
442000,948.5661621,1.441418576e+12,1.924485530e+10,2.854358166e+13,8.238544323e+11,7.192310579e+10,4.894796000e+07,7.598639677e+11
443000,948.5666504,1.398197584e+12,1.858714624e+10,2.805227456e+13,8.202806231e+11,7.184477389e+10,4.686851200e+07,7.483855340e+11
444000,948.5671387,1.356282986e+12,1.795205530e+10,2.756965637e+13,8.167238533e+11,7.176667955e+10,4.487782400e+07,7.370833265e+11
445000,948.5675659,1.315640181e+12,1.733886362e+10,2.709535589e+13,8.131810427e+11,7.168866714e+10,4.297226400e+07,7.259559690e+11
446000,948.5680542,1.276227224e+12,1.674680422e+10,2.662953441e+13,8.096565821e+11,7.161072845e+10,4.114832800e+07,7.149979566e+11
447000,948.5684814,1.237999944e+12,1.617511834e+10,2.617173686e+13,8.061489644e+11,7.153288806e+10,3.940210400e+07,7.042080440e+11
448000,948.5689087,1.200933437e+12,1.562309837e+10,2.572202607e+13,8.026566820e+11,7.145512141e+10,3.773063600e+07,6.935862313e+11
449000,948.5692749,1.164988252e+12,1.509008998e+10,2.528024891e+13,7.991809802e+11,7.137759232e+10,3.613048800e+07,6.831285862e+11
450000,948.5697021,1.130127163e+12,1.457540403e+10,2.484607184e+13,7.957187789e+11,7.130000589e+10,3.459852800e+07,6.728299315e+11
451000,948.5700684,1.096320025e+12,1.407843635e+10,2.441955771e+13,7.922761728e+11,7.122263245e+10,3.313209600e+07,6.626890220e+11
452000,948.5704346,1.063532102e+12,1.359851520e+10,2.400047155e+13,7.888485089e+11,7.114535731e+10,3.172811800e+07,6.527035638e+11
453000,948.5708008,1.031736787e+12,1.313513062e+10,2.358877140e+13,7.854371635e+11,7.106814771e+10,3.038404800e+07,6.428734259e+11
454000,948.571167,1.000899609e+12,1.268763238e+10,2.318414896e+13,7.820404982e+11,7.099117568e+10,2.909734800e+07,6.331924480e+11
455000,948.5714722,9.709934346e+11,1.225552282e+10,2.278665857e+13,7.786600858e+11,7.091415450e+10,2.786546800e+07,6.236609577e+11
456000,948.5718384,9.419878564e+11,1.183826227e+10,2.239616618e+13,7.752942223e+11,7.083746918e+10,2.668603800e+07,6.142752195e+11
457000,948.5721436,9.138576425e+11,1.143529677e+10,2.201246806e+13,7.719444808e+11,7.076074291e+10,2.555692400e+07,6.050342502e+11
458000,948.5724487,8.865742193e+11,1.104615322e+10,2.163543856e+13,7.686106644e+11,7.068397568e+10,2.447581600e+07,5.959333970e+11
459000,948.5727539,8.601135350e+11,1.067037491e+10,2.126496419e+13,7.652926423e+11,7.060754432e+10,2.344071000e+07,5.869739704e+11
460000,948.5730591,8.344521277e+11,1.030751744e+10,2.090108696e+13,7.619890381e+11,7.053107200e+10,2.244976400e+07,5.781503345e+11
461000,948.5733032,8.095609651e+11,9.957057536e+09,2.054345240e+13,7.587011625e+11,7.045495194e+10,2.150091600e+07,5.694626202e+11
462000,948.5736084,7.854197309e+11,9.618605056e+09,2.019202689e+13,7.554288189e+11,7.037864346e+10,2.059244600e+07,5.609074852e+11
463000,948.5738525,7.620072571e+11,9.291779072e+09,1.984678103e+13,7.521706967e+11,7.030255616e+10,1.972266200e+07,5.524852572e+11
464000,948.5740967,7.392954941e+11,8.976179200e+09,1.950760148e+13,7.489265336e+11,7.022654259e+10,1.888983400e+07,5.441893827e+11
465000,948.5743408,7.172715971e+11,8.671333376e+09,1.917423249e+13,7.456993444e+11,7.015075840e+10,1.809241400e+07,5.360222208e+11
466000,948.574585,6.959050260e+11,8.376934912e+09,1.884672007e+13,7.424859177e+11,7.007503974e+10,1.732882200e+07,5.279776440e+11
